,Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
785,2,7.6,1,164,1,0,0
786,2,2.5,1,42,0,0,0
787,3,10.0,3,202,0,0,1
788,4,0.7,1,10,0,0,0
789,4,0.3,2,31,0,0,0
790,4,0.9,1,58,0,0,0
791,4,2.8,2,65,0,0,0
792,1,4.0,3,98,0,0,0
793,2,2.0,1,150,0,0,0
794,2,2.3,3,44,0,0,0
795,2,0.2,3,15,0,0,0
796,2,2.5,1,82,0,0,0
797,3,0.5,3,61,0,0,0
798,1,2.0,2,38,0,0,0
800,1,6.0,1,173,0,0,0
801,4,0.2,1,8,0,0,0
802,3,2.0,1,51,0,214,0
803,4,1.8,3,62,0,82,0
804,4,0.7,2,34,0,0,0
805,3,5.9,2,132,0,307,1
806,4,1.5,3,44,0,0,0
807,1,8.1,1,162,0,0,0
808,3,2.2,1,64,0,0,0
809,1,0.1,3,111,0,0,0
810,2,2.0,3,41,0,0,0
811,4,1.67,3,52,0,0,0
812,4,2.2,2,65,0,0,0
813,1,1.1,2,130,0,0,1
814,2,0.1,1,45,0,0,0
815,1,1.9,2,35,0,118,0
816,3,0.7,2,65,0,263,0
817,2,0.7,1,38,0,91,0
818,4,1.1,2,42,0,0,0
819,4,1.5,3,45,0,0,0
820,1,0.3,1,145,0,0,0
821,4,1.5,3,33,0,0,0
822,3,1.4,3,60,0,0,0
823,1,2.0,1,45,0,0,0
824,4,2.4,1,72,0,0,0
825,3,0.2,2,34,0,0,0
826,3,0.67,2,23,0,0,0
827,2,1.0,3,45,0,88,0
828,4,1.0,1,28,0,75,0
829,4,3.8,2,81,0,0,0
830,3,0.7,2,72,0,81,0
831,4,1.67,3,49,0,0,0
832,4,1.2,2,31,0,0,0
833,3,2.2,3,63,0,0,0
834,4,5.4,1,150,1,0,1
835,2,3.9,1,142,0,193,0
837,1,0.4,2,24,0,81,0
838,4,1.9,3,29,0,0,0
839,4,2.4,1,79,0,0,0
840,2,0.2,1,94,0,310,0
841,1,4.3,1,121,0,0,0
842,3,2.0,1,54,0,0,0
843,3,2.4,1,73,0,0,0
844,1,0.8,3,71,0,127,0
845,3,1.0,2,29,0,0,0
846,1,2.7,1,93,0,0,0
847,1,1.5,3,73,0,252,0
848,4,0.9,2,19,0,0,0
849,2,0.1,1,58,1,0,0
851,2,1.4,2,23,0,0,0
852,1,0.6,3,29,0,127,0
853,1,0.8,1,155,0,0,0
854,1,2.6,2,90,0,0,0
855,2,2.0,1,113,0,77,0
856,1,1.8,3,42,0,0,0
857,4,0.2,1,30,1,0,0
858,3,0.5,2,19,0,0,0
859,3,5.0,2,124,0,170,1
860,2,0.7,2,30,0,145,0
861,1,1.5,3,28,0,124,0
862,2,1.0,2,15,0,101,0
863,1,1.6,3,70,0,265,0
864,1,0.1,2,10,0,0,0
865,3,0.3,3,22,0,139,0
866,4,1.9,1,70,0,0,0
867,1,1.6,1,61,0,0,0
868,2,3.3,1,161,0,0,0
869,2,0.8,1,29,0,0,0
870,3,0.5,1,35,0,0,0
871,4,2.8,2,48,0,0,0
872,4,0.8,1,44,0,0,0
873,3,0.8,1,88,0,134,0
874,4,2.1,3,40,0,0,0
875,4,0.4,2,21,0,123,0
876,2,2.8,1,58,0,0,0
877,4,0.1,2,59,0,0,0
878,4,4.0,3,74,0,0,0
879,4,1.9,2,84,0,0,0
880,1,0.2,1,58,0,177,0
881,2,8.8,1,154,0,0,0
882,1,1.7,1,185,0,0,0
883,1,1.2,1,78,0,305,0
884,2,1.1,2,55,0,0,0
885,4,0.3,2,30,0,0,0
886,3,2.0,2,74,0,0,0
888,2,3.3,3,182,0,372,1
889,2,1.6,3,82,0,0,0
890,4,1.5,3,29,0,79,0
891,4,5.4,1,120,1,301,1
892,2,2.4,2,53,0,0,0
893,3,1.4,1,43,0,0,0
894,4,2.2,1,59,0,232,0
895,4,2.6,3,84,1,289,0
896,3,3.4,1,161,0,212,1
897,4,0.4,2,21,0,137,0
898,4,0.7,1,63,0,0,0
899,3,3.4,2,172,0,0,1
900,4,0.2,1,51,0,172,0
901,4,0.7,1,24,0,0,0
902,2,1.6,1,95,0,0,0
903,1,2.4,1,59,0,250,0
904,4,1.8,2,51,0,0,0
905,1,1.0,1,28,0,84,0
906,2,2.0,1,154,0,130,0
907,2,0.3,3,15,0,115,0
908,4,1.67,3,55,0,0,0
909,1,6.33,1,149,0,305,0
910,1,1.8,3,79,0,0,0
911,4,2.6,3,68,0,0,0
912,1,2.6,2,78,0,0,0
913,2,2.0,2,34,0,0,0
914,3,0.4,1,195,1,0,1
915,1,8.1,1,184,0,303,0
916,2,3.2,1,85,0,0,0
917,2,8.8,1,200,0,0,0
918,3,0.5,3,64,0,0,0
919,1,2.6,2,88,0,0,0
920,3,2.4,2,42,0,0,0
921,3,1.6,1,91,0,126,0
922,1,0.3,1,38,1,0,0
923,1,1.5,2,28,0,0,0
924,4,0.1,3,32,0,0,0
925,1,0.3,3,31,0,0,0
926,4,0.4,2,22,0,103,0
927,3,3.7,2,95,0,138,1
928,4,1.3,1,74,0,0,0
929,1,1.5,2,22,0,91,0
930,3,0.1,2,43,0,0,0
931,1,1.0,3,43,0,0,0
932,3,1.8,2,112,1,0,0
933,2,1.0,2,9,0,0,0
934,2,0.0,3,81,0,0,0
935,1,5.7,1,131,0,256,0
936,1,1.5,3,19,0,0,0
938,4,0.4,2,19,0,124,0
939,2,0.3,1,8,0,0,0
940,1,4.7,3,193,0,203,1
941,4,4.4,1,129,0,140,1
942,4,0.7,2,30,0,0,0
943,4,1.8,2,80,0,0,0
944,4,1.5,3,22,0,0,0
945,1,1.5,2,33,0,0,0
946,4,2.1,3,64,0,0,0
947,3,2.2,3,60,0,84,0
948,1,2.9,3,81,0,259,0
949,3,0.6,2,45,0,204,0
950,4,1.8,2,112,0,0,0
951,2,3.4,3,83,0,0,1
952,2,7.6,1,180,0,524,0
953,4,0.2,2,28,0,0,0
954,2,5.2,3,169,0,249,1
955,4,0.7,1,14,0,0,0
956,1,2.0,1,43,0,0,0
957,2,0.3,1,88,0,0,0
958,4,2.6,3,78,0,0,0
959,1,0.2,2,68,0,163,0
960,2,3.3,1,144,0,0,0
961,4,1.0,1,30,0,163,0
962,1,0.0,1,120,0,135,0
963,2,0.3,2,24,0,0,0
964,4,2.3,3,78,0,157,0
965,2,5.2,2,135,0,0,1
966,2,1.6,3,44,0,0,0
967,4,3.8,2,73,0,0,0
968,1,2.7,2,90,0,0,0
969,3,0.5,3,58,0,0,0
970,2,3.7,1,75,0,236,0
971,3,1.7,3,174,1,231,1
972,2,1.7,1,50,0,174,0
973,1,4.0,3,85,0,287,0
974,3,2.2,1,54,0,0,0
975,2,3.4,1,83,0,0,1
977,4,1.1,2,45,0,205,0
978,1,0.8,3,68,0,0,0
979,4,0.1,3,48,0,0,0
980,1,1.0,3,114,0,0,0
981,3,2.3,2,142,1,0,1
982,3,0.5,2,52,0,0,0
983,2,3.3,1,142,0,0,0
984,1,0.4,3,15,0,0,0
985,1,4.7,1,118,0,159,0
986,4,4.9,1,101,0,0,0
987,2,2.8,1,84,0,0,0
988,1,1.9,2,32,0,100,0
989,3,0.5,3,64,0,247,0
990,4,3.4,1,81,0,0,0
991,4,1.5,3,28,0,0,0
992,1,0.0,1,93,0,0,0
993,1,3.6,2,185,0,0,1
994,1,1.8,2,42,0,0,0
995,2,1.6,3,45,0,0,0
996,2,1.67,2,49,0,214,0
997,3,2.1,1,69,0,0,0
998,1,2.8,2,94,0,333,0
999,1,1.5,2,18,0,0,0
1000,4,0.7,1,8,0,91,0
1001,4,2.1,1,55,0,108,0
1002,2,0.4,3,85,0,0,0
1003,4,0.0,1,62,0,229,0
1004,4,2.0,3,65,0,0,0
1005,2,0.0,1,138,0,0,0
1006,1,2.5,1,103,0,0,0
1007,3,3.5,3,99,0,357,1
1008,1,7.3,1,152,0,0,0
1009,2,0.9,3,25,0,140,0
1010,2,2.5,1,98,1,361,0
1011,2,0.7,2,39,0,166,0
1012,1,1.3,2,40,0,0,0
1013,3,2.1,1,58,0,169,0
1014,2,1.8,3,192,1,301,1
1015,1,0.8,2,62,0,0,0
1016,1,0.8,2,69,0,0,0
1017,4,1.3,3,40,0,170,0
1018,2,0.6,3,61,0,127,0
1019,4,0.3,2,30,0,157,0
1020,1,1.5,2,29,0,97,0
1021,2,1.0,2,41,0,0,0
1022,1,3.3,2,118,0,0,1
1023,1,7.0,1,109,0,366,0
1024,4,0.2,2,122,1,0,1
1025,3,1.5,1,50,0,169,0
1027,1,4.6,1,108,0,0,0
1028,4,2.5,3,110,0,0,1
1029,1,1.4,3,20,0,0,0
1030,4,1.7,3,112,0,0,0
1031,1,0.1,2,25,0,136,0
1032,3,0.7,2,42,0,0,0
1033,2,0.3,1,29,0,0,0
1034,3,2.1,1,84,0,134,0
1035,4,2.6,3,81,0,0,0
1036,4,0.9,1,55,0,119,0
1037,1,2.4,2,40,0,0,0
1038,4,5.7,2,145,1,0,1
1039,2,1.1,3,175,0,0,1
1040,4,1.8,3,78,0,163,0
1041,4,1.5,1,51,0,0,0
1042,4,1.67,3,50,0,0,0
1043,3,0.4,1,21,0,0,0
1044,1,0.2,2,79,0,83,0
1045,1,4.0,3,84,0,0,0
1046,4,0.4,2,34,0,0,0
1047,4,1.6,2,73,0,0,0
1048,3,0.5,1,90,0,0,0
1049,4,0.2,3,23,0,0,0
1050,2,6.1,3,145,1,294,1
1051,4,0.2,1,54,0,141,0
1052,3,2.2,2,49,0,103,0
1053,1,2.8,2,51,0,0,0
1054,4,0.6,2,8,0,0,0
1055,1,1.0,1,62,0,0,0
1056,1,0.67,3,25,0,0,0
1057,2,1.75,3,63,0,0,0
1058,2,0.2,3,24,0,86,0
1059,1,0.1,2,11,0,0,0
1060,1,0.1,1,23,0,0,0
1062,1,3.8,1,83,0,97,1
1063,3,1.4,1,39,0,131,0
1064,3,6.9,2,138,0,0,1
1065,3,2.5,1,113,0,0,0
1066,4,0.5,3,125,1,0,1
1067,1,1.7,1,195,0,0,0
1068,3,1.2,3,105,0,0,0
1069,2,3.5,1,75,0,0,1
1070,2,1.0,2,40,0,0,0
1071,3,0.5,3,61,0,137,0
1072,2,4.5,3,75,0,0,0
1074,3,3.0,1,75,0,0,0
1075,4,0.2,3,59,0,0,0
1077,3,3.3,3,175,0,329,1
1078,2,0.8,1,39,0,182,0
1079,2,6.8,1,145,0,0,0
1080,4,0.4,2,24,0,142,0
1081,3,0.1,2,20,0,0,0
1082,1,2.6,2,85,0,0,0
1083,3,2.6,3,65,0,0,0
1084,4,5.6,3,191,0,0,1
1085,2,0.0,1,11,0,0,0
1086,2,1.0,3,40,0,167,0
1087,3,0.7,2,54,0,196,0
1088,1,3.8,1,95,0,0,0
1089,4,1.0,2,94,0,0,0
1090,4,2.2,2,79,0,0,0
1093,3,0.1,2,40,0,111,0
1094,4,1.8,1,44,0,0,0
1095,1,1.4,3,43,0,137,0
1096,1,0.3,3,29,0,0,0
1097,3,1.3,1,188,0,184,1
1098,1,0.0,1,114,0,0,0
1099,3,0.7,2,52,0,0,0
1100,1,0.2,1,13,0,0,0
1101,3,0.5,3,95,0,0,0
1102,1,2.9,3,84,0,0,0
1104,1,1.7,1,181,0,0,0
1105,1,0.3,2,182,1,229,1
1106,2,2.7,1,70,0,0,0
1107,3,1.1,1,79,0,185,0
1108,4,2.8,2,61,0,0,0
1109,2,2.1,1,121,0,0,0
1110,3,0.2,1,34,0,83,0
1111,1,1.0,1,183,0,442,0
1112,1,1.6,3,51,0,0,0
1113,3,0.3,3,70,0,0,0
1114,1,1.7,1,39,0,0,0
1115,3,2.0,2,84,0,0,0
1116,1,7.0,1,122,0,0,0
1117,1,1.7,1,145,0,132,0
1118,2,0.4,1,98,0,0,0
1119,1,1.0,3,79,0,233,0
1120,2,2.0,3,38,0,0,0
1121,3,0.7,2,49,0,196,0
1122,1,1.0,1,38,0,0,0
1123,4,2.6,3,91,0,0,0
1124,4,0.2,1,29,0,0,0
1125,2,6.5,1,172,0,0,0
1126,2,3.7,1,104,0,0,1
1127,1,2.5,1,58,0,0,0
1128,2,1.9,2,171,0,0,1
1129,3,3.3,1,73,1,0,1
1130,1,2.9,1,191,0,0,0
1131,2,4.5,3,90,0,0,0
1132,3,2.3,1,55,1,0,0
1133,1,2.0,2,28,0,0,0
1134,1,2.5,3,42,0,0,0
1135,1,0.1,2,9,0,91,0
1136,1,1.5,2,65,0,0,0
1137,4,4.5,3,134,1,0,1
1138,4,3.4,1,83,0,0,0
1139,3,1.0,2,38,0,0,0
1140,4,0.3,1,13,0,0,0
1141,3,2.9,3,143,0,0,1
1142,4,1.9,1,75,0,0,0
1143,1,3.2,3,120,0,0,1
1144,1,2.8,2,91,0,0,0
1145,2,1.5,3,99,0,0,0
1146,1,0.1,1,71,0,78,0
1147,1,0.8,2,111,0,0,0
1148,1,5.2,1,108,0,0,0
1149,1,7.4,1,158,0,0,0
1150,3,2.67,1,81,0,0,0
1151,2,0.1,3,12,1,0,0
1152,2,0.4,1,21,0,0,0
1153,4,0.9,1,55,0,215,0
1155,2,0.4,1,81,0,0,0
1156,4,0.2,1,13,0,87,0
1157,1,0.6,1,132,0,157,0
1158,1,1.0,3,99,0,0,0
1159,4,0.2,1,23,0,0,0
1160,1,2.0,2,40,0,0,0
1161,3,1.4,1,181,0,0,1
1162,2,2.2,1,112,0,394,0
1163,2,7.8,1,138,0,227,0
1164,3,3.8,2,94,1,327,1
1165,1,1.7,1,113,0,0,0
1166,4,5.0,2,112,0,0,1
1167,2,3.0,1,190,0,475,0
1168,1,1.1,3,38,0,0,0
1169,1,1.4,3,32,0,158,0
1170,3,0.6,2,104,0,0,0
1171,1,1.9,2,43,0,0,0
1172,3,1.7,2,45,0,0,0
1173,2,1.7,2,35,0,0,0
1174,4,1.2,2,42,0,0,0
1175,1,0.8,2,58,0,0,0
1176,4,3.4,1,103,0,0,1
1177,1,3.3,2,71,1,149,1
1178,1,0.4,2,14,0,98,0
1179,3,1.2,3,98,0,0,0
1180,1,0.1,2,90,0,0,0
1181,4,0.2,1,65,0,0,0
1182,4,0.4,1,19,0,0,0
1183,3,1.7,2,35,0,0,0
1184,4,1.3,1,71,0,0,0
1185,3,0.5,1,31,0,0,0
1186,4,1.2,2,43,0,0,0
1187,1,1.5,2,24,0,87,0
1188,2,0.4,3,58,0,0,0
1189,2,0.4,1,115,0,0,0
1190,2,8.0,1,168,0,152,0
1191,1,1.5,1,128,0,0,0
1192,1,7.0,1,138,0,0,0
1194,4,1.3,3,41,0,0,0
1195,2,2.9,2,123,0,0,1
1196,2,2.7,1,71,0,94,0
1197,1,0.4,3,8,0,0,0
1198,2,0.7,1,42,0,101,0
1199,2,2.5,1,62,0,184,0
1200,4,1.0,1,22,0,91,0
1201,4,1.0,2,38,0,0,0
1202,4,0.4,2,24,0,0,0
1203,3,2.4,1,50,0,0,0
1204,4,1.3,2,190,0,197,1
1205,2,3.1,1,94,0,0,0
1206,4,5.1,3,165,0,0,1
1208,1,1.6,2,48,0,0,0
1209,3,2.7,2,52,0,228,0
1210,4,4.9,1,84,0,0,0
1211,1,0.9,1,131,0,0,0
1212,4,0.2,1,44,0,0,0
1213,4,0.2,1,78,0,87,0
1214,4,0.4,2,15,0,0,0
1215,4,1.9,3,38,0,144,0
1216,1,1.3,3,84,0,0,0
1217,1,0.3,1,122,0,0,0
1218,2,2.8,1,98,0,0,0
1219,3,2.67,2,80,0,0,0
1220,2,8.0,1,165,0,0,0
1221,2,3.3,1,121,0,0,0
1222,3,0.4,2,20,0,94,0
1223,1,0.2,1,11,0,91,0
1224,1,1.8,3,45,0,0,0
1225,2,2.8,2,118,0,0,1
1226,2,0.3,1,14,0,109,0
1227,3,0.2,2,30,0,0,0
1228,1,0.2,1,45,0,98,0
1229,3,2.67,1,80,0,0,0
1230,4,0.3,2,25,0,0,0
1231,1,2.5,1,144,1,0,0
1232,4,0.2,3,84,0,297,0
1233,2,0.4,1,22,0,0,0
1234,3,1.5,1,33,0,0,0
1235,4,2.6,3,60,0,0,0
1236,4,2.2,2,81,0,116,0
1237,1,6.8,3,169,1,0,1
1238,2,1.6,3,63,0,0,0
1239,2,0.7,3,12,0,109,0
1240,4,0.8,1,15,0,101,0
1241,1,0.5,3,39,1,0,0
1242,4,2.0,2,44,0,0,0
1243,1,4.0,1,110,0,0,0
1244,3,6.3,2,130,0,99,1
1245,1,1.4,3,41,0,128,0
1246,1,1.4,3,59,0,241,0
1247,2,0.8,1,39,0,0,0
1248,4,0.0,2,35,0,0,0
1249,1,2.6,2,80,0,0,0
1250,1,2.67,2,81,0,0,0
1251,2,0.8,3,31,0,0,0
1252,4,1.9,3,93,0,0,0
1253,4,1.5,1,45,0,204,0
1254,2,0.6,3,40,0,0,0
1255,2,1.6,3,80,0,185,0
1256,1,0.4,3,20,0,0,0
1257,1,0.5,3,41,0,0,0
1258,1,0.3,1,31,0,104,0
1259,4,0.2,2,35,0,0,0
1260,3,1.4,3,40,0,137,0
1261,1,1.8,3,84,0,0,0
1262,2,1.6,3,53,0,0,0
1263,4,4.0,3,85,0,0,0
1264,2,3.9,1,138,0,0,0
1265,2,1.75,3,71,0,108,0
1266,1,0.8,3,113,0,0,0
1267,2,1.0,2,23,0,0,0
1268,3,2.3,1,62,0,0,0
1269,4,0.2,3,14,0,100,0
1270,2,2.2,3,60,0,0,0
1271,3,0.8,1,94,0,236,0
1272,3,1.8,2,83,0,0,0
1273,3,6.3,3,130,1,437,1
1275,2,3.1,1,92,0,178,0
1276,2,0.8,3,20,0,117,0
1277,2,8.8,1,194,0,428,0
1278,1,2.5,1,74,0,0,0
1279,2,0.4,3,84,0,145,0
1280,3,1.8,2,98,0,333,0
1281,3,2.33,1,52,0,0,0
1282,1,1.3,2,55,0,236,0
1283,4,3.4,1,64,0,117,0
1284,1,2.5,1,128,0,162,0
1285,4,1.7,2,113,0,0,1
1286,3,1.1,2,50,0,0,0
1287,4,2.2,2,54,0,0,0
1288,1,0.9,1,129,0,366,0
1289,4,0.4,1,82,0,0,0
1290,4,1.7,2,100,0,0,0
1291,4,2.2,1,44,0,0,0
1292,4,0.5,2,164,1,234,1
1293,2,3.7,1,81,0,121,0
1294,1,0.1,1,71,0,257,0
1295,1,0.5,3,28,0,90,0
1296,3,1.5,1,80,0,219,0
1297,4,1.9,2,90,0,0,0
1298,1,3.6,2,74,0,0,0
1299,2,0.7,3,14,0,0,0
1300,2,0.5,2,23,0,103,0
1301,1,1.7,1,153,0,337,0
1303,2,2.0,2,112,0,382,0
1304,1,8.1,1,145,0,397,0
1305,2,0.3,2,28,0,88,0
1306,4,1.1,3,31,0,0,0
1307,1,6.33,1,195,0,0,0
1308,3,2.0,3,50,0,0,0
1309,4,2.0,3,71,0,0,0
1310,3,0.3,3,21,0,0,0
1311,2,0.8,3,35,0,125,0
1312,1,2.4,1,42,0,0,0
1313,4,3.6,3,78,0,141,0
1314,4,2.2,2,73,0,0,0
1315,2,1.0,3,53,0,181,0
1316,2,1.6,3,51,0,123,0
1317,2,2.3,3,40,0,0,0
1318,1,1.0,1,178,0,0,0
1319,2,0.3,1,35,0,0,0
1320,1,0.0,2,192,0,0,1
1321,1,5.4,1,123,0,0,0
1322,2,1.67,2,48,1,0,0
1323,3,0.6,2,45,0,0,0
1324,1,0.2,1,15,0,0,0
1325,1,0.3,1,79,0,120,0
1326,4,2.0,2,63,0,0,0
1327,2,0.2,3,30,0,0,0
1328,4,6.9,1,145,0,380,1
1329,3,1.0,2,32,0,0,0
1330,2,0.1,1,64,0,224,0
1331,1,0.1,1,84,0,0,0
1332,1,0.4,2,21,0,0,0
1333,4,1.7,2,99,0,0,0
1334,2,1.3,1,35,0,0,0
1335,1,1.7,1,180,0,0,0
1336,1,1.33,1,42,0,0,0
1337,4,2.1,2,179,0,0,1
1338,4,0.1,3,42,0,0,0
1339,2,9.0,2,180,0,297,1
1340,4,3.4,1,82,0,0,0
1341,2,0.7,1,55,0,149,0
1342,2,2.2,1,79,0,0,0
1343,2,0.6,3,48,0,215,0
1345,2,0.2,3,23,0,0,0
1346,3,2.33,1,50,0,200,0
1347,2,2.0,1,85,0,0,0
1348,1,1.5,2,35,0,97,0
1349,3,6.0,2,171,0,0,1
1350,4,1.5,2,29,0,0,0
1352,4,0.5,2,20,0,0,0
1353,1,0.4,3,14,0,0,0
1354,1,8.6,1,179,0,357,0
1355,1,0.8,1,48,0,158,0
1356,1,2.8,1,74,0,0,0
1357,1,1.4,1,53,0,0,0
1358,1,2.8,2,83,0,0,0
1359,2,2.1,1,171,0,433,0
1360,4,4.9,1,85,0,0,0
1361,4,0.9,2,38,0,0,0
1362,3,1.6,1,85,0,157,0
1363,1,0.1,1,79,0,0,0
1364,4,0.4,1,69,0,0,0
1365,3,0.9,3,43,0,0,0
1366,2,0.3,1,33,0,101,0
1367,3,0.1,3,42,0,149,0
1368,4,1.9,3,40,0,122,0
1369,1,1.8,3,43,0,0,0
1370,4,0.5,3,20,0,117,0
1371,3,2.5,1,65,0,222,0
1372,3,3.4,1,139,0,483,1
1373,3,0.3,3,135,0,0,1
1375,1,2.9,3,179,0,0,1
1376,4,1.3,2,45,0,86,0
1377,2,2.5,1,109,0,0,0
1378,4,0.1,3,34,0,0,0
1379,1,1.3,1,162,0,0,0
1380,2,1.4,1,105,0,0,0
1381,3,0.2,2,22,0,0,0
1382,2,1.8,1,82,0,178,0
1383,4,1.7,2,105,0,230,0
1384,1,1.8,3,62,0,0,0
1385,2,2.0,1,82,0,83,0
1386,4,0.0,1,72,0,0,0
1387,4,1.7,1,38,0,0,0
1388,4,1.0,1,25,0,0,0
1389,1,0.75,3,20,0,0,0
1391,3,1.1,1,84,0,0,0
1392,1,1.0,1,33,0,0,0
1393,3,0.9,3,55,0,0,0
1394,2,0.7,2,33,0,0,0
1395,4,0.3,3,190,0,305,1
1396,1,0.3,3,43,0,158,0
1397,3,0.1,3,45,0,0,0
1398,1,3.5,1,141,0,0,0
1399,4,2.4,1,69,0,0,0
1401,1,3.7,3,84,0,0,0
1402,1,5.2,2,172,0,0,1
1403,4,0.2,1,51,0,154,0
1404,1,1.4,3,75,0,0,0
1405,1,3.1,2,183,1,0,1
1406,4,0.4,3,20,0,0,0
1407,2,3.9,3,101,0,294,1
1408,1,5.9,3,129,0,0,1
1409,2,3.2,1,63,0,0,0
1410,4,2.1,1,44,0,0,0
1411,1,5.4,3,184,1,176,1
1412,2,2.0,1,100,0,127,0
1413,3,0.4,1,12,0,0,0
1414,2,2.3,3,68,0,128,0
1415,1,1.0,1,48,0,212,0
1416,2,0.4,1,82,0,0,0
1417,2,2.5,1,52,0,0,0
1418,2,4.6,2,154,1,0,1
1419,1,1.5,1,39,0,0,0
1420,1,0.3,1,40,1,0,0
1421,4,1.9,3,54,0,164,0
1422,2,1.0,2,32,1,103,0
1423,2,2.3,3,64,0,0,0
1424,2,1.3,1,92,0,287,0
1425,1,2.5,3,40,0,94,0
1426,3,0.5,3,60,0,0,0
1427,2,1.3,1,85,0,119,0
1428,4,0.4,1,21,0,90,0
1429,1,0.6,3,35,0,171,0
1430,2,0.1,1,52,0,0,0
1431,1,7.4,1,128,0,0,0
1433,2,1.5,2,68,0,117,0
1434,2,1.1,1,55,0,0,0
1436,4,0.4,1,80,0,0,0
1437,1,0.8,1,123,0,146,0
1438,4,1.9,2,90,0,106,0
1440,3,2.5,2,41,0,0,0
1441,2,1.6,3,43,0,0,0
1442,3,0.1,1,71,0,162,0
1444,1,3.0,2,154,1,0,1
1445,1,2.4,1,141,0,0,0
1446,2,0.9,3,22,0,110,0
1448,3,0.5,3,49,0,0,0
1449,1,2.0,1,109,0,0,0
1451,4,1.4,2,82,0,201,0
1453,3,2.5,1,85,0,0,0
1454,1,1.0,1,148,0,0,0
1455,2,2.1,1,160,0,0,0
1456,4,1.7,1,39,0,0,0
1457,2,0.8,3,25,0,0,0
1459,3,2.5,2,38,0,0,0
1460,4,0.2,3,85,0,0,0
1461,1,0.2,1,48,0,0,0
1462,4,0.6,3,15,0,77,0
1463,1,0.0,1,94,0,174,0
1464,2,0.6,1,120,0,0,0
1465,1,0.7,3,60,0,159,0
1466,2,4.33,1,145,0,277,0
1467,2,0.7,3,29,0,0,0
1468,3,2.67,2,78,0,0,0
1469,4,1.2,2,59,0,0,0
1470,2,4.5,3,80,0,0,0
1471,1,1.0,1,180,0,0,0
1472,3,0.1,2,8,0,83,0
1473,1,1.5,3,23,0,0,0
1474,2,3.8,3,79,0,0,0
1475,2,3.8,3,78,0,268,0
1476,1,0.0,2,64,0,0,0
1477,4,0.2,3,64,0,0,0
1478,4,3.8,1,160,0,237,1
1479,1,1.0,3,43,0,102,0
1480,1,1.1,3,32,0,0,0
1481,2,0.0,1,179,0,76,0
1482,1,0.1,1,8,0,0,0
1483,1,1.6,1,63,0,0,0
1485,4,2.2,2,99,0,155,0
1486,2,4.5,2,141,0,0,1
1487,1,1.5,1,159,0,0,0
1488,2,0.3,1,39,0,174,0
1490,4,0.3,2,18,0,0,0
1491,2,0.3,1,38,0,0,0
1492,1,0.0,1,133,0,0,0
1494,1,0.0,2,60,0,0,0
1495,3,5.4,3,178,0,147,1
1496,1,0.5,3,18,0,0,0
1497,1,0.8,3,73,0,0,0
1498,1,7.3,1,125,0,0,0
1499,1,4.3,2,91,1,0,1
1500,2,1.1,1,74,0,0,0
1501,2,0.3,2,35,0,0,0
1502,1,2.0,1,113,0,0,0
1503,4,2.2,2,52,0,0,0
1504,2,4.4,2,191,0,0,1
1505,1,0.3,3,18,0,93,0
1506,2,0.0,1,25,0,0,0
1507,4,1.9,3,50,0,0,0
1508,4,0.7,3,75,0,0,0
1509,2,4.5,3,92,0,0,0
1512,3,1.7,1,44,0,0,0
1513,2,1.4,1,183,0,354,0
1514,2,1.4,1,175,0,0,0
1517,4,1.8,1,45,0,0,0
1518,4,3.0,3,64,0,221,1
1519,3,0.1,3,22,0,90,0
1520,1,7.4,1,120,0,119,0
1521,2,6.7,1,175,0,102,0
1522,4,2.3,3,101,0,256,0
1523,1,1.0,3,104,0,0,0
1524,4,0.1,3,155,1,0,1
1525,1,2.4,1,58,0,0,0
1527,1,1.8,3,45,0,195,0
1528,1,4.6,1,134,0,164,0
1529,4,2.0,3,58,0,153,0
1530,1,0.2,1,20,0,0,0
1531,4,1.5,3,25,0,0,0
1532,1,0.3,1,55,0,0,0
1533,1,1.3,1,155,0,0,0
1534,1,1.3,1,30,0,0,0
1535,4,0.4,1,39,0,0,0
1536,4,2.0,3,73,0,188,0
1537,4,1.3,1,41,0,0,0
1538,4,0.1,3,34,0,157,0
1539,3,0.9,3,21,0,119,0
1540,4,0.3,1,11,1,0,0
1541,2,6.9,1,154,0,0,0
1542,4,0.4,3,19,0,0,0
1543,2,2.4,2,101,0,0,0
1544,1,1.0,1,24,0,116,0
1545,2,2.7,1,131,0,0,0
1546,1,4.0,1,105,0,0,0
1547,1,1.2,2,52,0,194,0
1548,4,0.9,2,21,0,113,0
1549,3,1.4,1,45,0,198,0
1550,1,2.0,1,39,0,0,0
1551,2,2.8,1,192,0,238,0
1552,1,4.3,1,195,0,0,0
1553,3,0.7,1,83,0,0,0
1554,3,1.0,2,34,0,0,0
1555,4,1.7,2,49,0,104,0
1556,4,4.0,3,60,0,244,0
1557,4,1.8,1,41,0,0,0
1558,3,2.3,1,72,0,285,0
1559,4,3.0,2,102,0,115,1
1560,3,1.3,1,31,0,0,0
1561,1,1.5,2,73,0,128,0
1562,1,0.0,1,89,0,0,0
1563,4,0.7,3,19,0,121,0
1564,4,1.2,2,63,0,0,0
1565,3,1.2,3,104,0,0,0
1566,1,0.8,2,40,0,128,0
1567,2,0.0,3,92,0,0,0
1568,2,0.7,2,72,0,226,0
1569,3,1.9,2,44,0,141,0
