Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
2,1.0,2,15,0,101,0
4,1.8,2,84,0,0,0
1,0.4,3,20,0,0,0
2,1.75,3,71,0,0,0
4,1.3,3,42,0,153,0
2,0.7,2,93,0,0,0
1,0.5,3,42,0,128,0
4,4.4,1,129,0,140,1
2,2.2,2,171,0,569,1
4,0.7,1,23,0,0,0
2,0.3,1,39,0,174,0
3,4.1,1,148,0,0,1
1,5.5,3,159,1,0,1
2,3.2,1,58,0,0,0
1,3.0,3,80,0,0,0
4,0.3,1,20,0,97,0
1,0.5,3,40,0,0,0
4,0.4,3,20,0,0,0
2,3.3,1,118,0,0,0
3,0.3,3,71,0,179,0
2,3.3,1,105,0,0,0
2,2.7,3,143,0,209,1
4,2.1,3,53,0,0,0
4,0.9,2,19,0,0,0
1,4.0,1,105,0,331,0
2,3.7,1,81,0,0,0
1,2.8,1,90,0,0,0
2,2.2,3,52,0,0,0
2,1.3,1,115,0,101,0
4,0.4,2,21,0,123,0
2,1.4,3,21,0,125,0
3,0.9,3,34,0,111,0
3,2.2,3,64,0,0,0
2,1.8,2,88,0,319,0
1,3.5,1,115,0,0,0
3,0.9,3,49,1,0,0
1,0.6,3,21,0,101,0
1,1.0,1,33,0,0,0
3,2.67,1,61,0,0,0
4,0.4,2,21,0,89,0
1,5.7,1,134,0,146,0
1,1.8,2,45,0,0,0
2,1.4,2,21,0,0,0
3,0.1,3,32,0,0,0
1,2.5,1,58,0,0,0
3,4.8,2,135,1,0,1
4,0.7,2,22,0,0,0
1,5.4,1,133,0,212,0
2,1.4,1,99,0,264,0
4,0.7,3,58,0,232,0
3,0.5,2,33,0,0,0
3,0.1,2,21,1,0,0
1,1.4,2,142,0,0,1
4,1.7,2,41,0,0,0
4,1.3,3,40,0,170,0
3,2.1,1,69,0,0,0
3,1.0,2,43,1,165,0
3,4.4,2,101,0,82,1
4,8.0,3,160,0,0,1
4,2.1,3,82,0,0,0
4,2.0,2,60,0,0,0
4,2.2,2,58,0,0,0
2,1.8,2,75,0,0,0
1,1.8,1,45,0,0,0
1,0.9,1,145,0,0,0
4,2.1,1,55,0,108,0
1,1.9,3,140,0,0,1
3,6.9,2,138,0,0,1
2,6.3,1,134,0,0,0
4,2.5,1,41,0,0,0
3,0.7,2,20,0,0,0
2,8.0,1,139,0,0,0
4,1.9,2,108,0,0,1
1,0.3,3,22,0,0,0
3,1.4,3,70,0,0,0
3,1.3,2,30,0,0,0
4,2.3,3,54,0,0,0
1,0.3,1,69,0,0,0
2,2.3,3,61,0,193,0
3,0.4,2,158,1,0,1
2,6.3,1,102,0,0,0
1,0.3,1,8,0,97,0
1,1.4,3,43,0,137,0
2,4.3,3,191,0,205,1
4,2.2,1,65,0,0,0
1,7.3,1,150,0,193,0
4,3.1,1,83,0,0,1
3,2.4,2,50,0,0,0
2,0.8,2,139,0,421,1
4,2.8,2,61,0,0,0
1,1.5,2,38,0,136,0
3,1.0,2,39,0,0,0
2,0.2,3,25,0,0,0
4,2.1,3,39,0,0,0
1,2.9,1,81,0,138,0
4,3.6,3,83,0,188,0
2,1.7,2,91,0,151,0
3,1.9,2,33,0,144,0
3,1.0,2,38,0,0,0
3,1.4,3,50,0,112,0
4,0.4,2,30,1,157,0
2,6.8,1,118,0,112,0
2,0.2,1,93,0,0,0
2,1.9,2,61,0,105,0
3,6.4,1,154,0,0,1
2,2.4,2,59,0,0,0
1,1.2,1,74,0,0,0
4,0.1,3,39,0,0,0
2,1.0,2,23,0,0,0
1,0.7,1,45,0,0,0
4,1.0,2,78,0,0,0
2,0.8,3,71,0,0,0
2,7.6,1,165,0,157,0
2,0.8,3,24,0,0,0
3,2.2,3,131,0,0,1
3,1.0,2,29,0,0,0
1,8.1,1,184,0,0,0
3,0.4,1,24,0,0,0
2,0.3,1,38,0,186,0
1,1.5,3,69,0,78,0
3,0.1,2,35,0,114,0
1,0.9,1,131,0,0,0
1,4.6,2,173,1,88,1
1,0.2,1,53,0,0,0
4,3.6,3,78,0,0,0
1,0.1,2,15,0,0,0
3,0.5,2,60,0,182,0
2,1.5,1,63,0,0,0
1,8.6,1,180,0,0,0
1,6.33,1,155,0,0,0
4,1.67,3,53,0,142,0
3,1.6,1,91,0,126,0
3,1.8,2,98,0,0,0
2,7.6,1,141,0,92,0
4,2.2,2,82,0,0,0
1,1.5,3,91,0,289,0
3,0.8,3,52,0,113,0
3,1.8,2,83,0,187,0
2,1.7,1,43,0,0,0
2,2.2,1,93,0,0,0
4,1.9,3,40,0,122,0
4,2.0,3,83,0,0,0
4,0.8,1,43,0,0,0
4,3.8,2,79,0,0,0
2,1.7,3,75,0,0,0
1,1.6,1,59,0,231,0
2,3.9,1,124,0,0,0
4,1.9,1,52,0,0,0
4,3.4,2,82,0,0,0
4,0.7,1,63,0,0,0
1,0.4,2,11,0,76,0
2,1.7,2,75,0,0,0
2,4.5,2,141,0,0,1
3,2.2,3,61,0,0,0
4,0.1,1,42,0,0,0
4,0.7,3,12,0,0,0
1,1.9,2,90,0,0,0
4,0.4,3,19,0,84,0
1,0.2,1,20,0,0,0
4,1.6,2,61,0,0,0
2,0.0,1,179,0,76,0
3,0.5,1,10,0,0,0
4,1.8,2,74,0,112,0
1,0.5,2,19,0,104,0
1,2.0,1,115,0,0,0
1,3.6,2,82,0,0,0
3,2.5,1,80,0,0,0
1,2.0,2,40,0,0,0
3,2.5,1,112,0,389,0
2,0.3,1,31,0,0,0
2,0.4,1,85,0,0,0
1,2.4,1,42,0,0,0
4,1.7,2,105,0,0,0
2,1.67,2,48,1,0,0
2,0.7,1,45,0,0,0
1,0.8,2,40,0,128,0
2,0.4,1,20,0,76,0
2,2.2,1,125,0,0,0
3,0.7,2,30,0,0,0
4,6.5,1,130,0,0,1
2,0.0,3,81,0,225,0
3,1.0,2,50,0,0,0
4,0.5,2,9,0,0,0
2,0.0,3,13,0,0,0
4,1.8,3,64,0,0,0
1,1.0,3,113,0,0,0
3,2.1,1,51,0,0,0
3,0.2,1,31,0,0,0
4,0.4,1,31,0,0,0
2,2.0,1,139,0,0,0
1,0.4,3,22,0,0,0
2,0.5,3,115,0,0,1
3,1.5,1,32,0,75,0
1,0.3,3,44,1,0,0
1,8.6,1,143,0,0,0
3,0.5,2,19,0,0,0
2,2.8,1,51,0,0,0
1,1.5,3,34,0,0,0
4,5.2,3,195,1,522,1
1,1.4,3,41,0,0,0
4,1.7,1,34,0,0,0
1,2.6,2,85,0,0,0
4,3.6,3,75,0,0,0
4,2.5,1,41,0,174,0
1,1.3,1,22,0,80,0
3,0.5,3,89,0,0,0
1,1.2,3,35,0,0,0
3,8.3,3,183,0,0,1
4,3.8,2,60,0,0,0
1,2.5,1,83,1,0,0
4,0.7,1,171,1,567,1
3,0.1,2,22,0,114,0
2,2.1,3,39,0,0,0
4,0.2,3,61,0,0,0
4,2.2,2,42,0,126,0
1,1.8,1,54,0,0,0
1,2.8,1,75,0,194,0
1,0.9,3,24,0,0,0
1,5.4,3,184,1,176,1
2,7.9,2,185,0,358,1
2,9.0,2,180,0,297,1
1,2.6,1,95,0,0,0
1,0.8,1,53,0,0,0
1,1.3,1,24,0,0,0
2,2.3,3,73,0,224,0
4,1.5,1,62,0,0,0
4,1.8,2,69,0,0,0
1,4.6,1,108,0,0,0
1,0.3,1,31,0,104,0
3,0.8,1,88,0,134,0
1,2.9,1,119,0,0,0
2,0.3,1,118,0,0,0
1,1.8,2,34,0,0,0
1,1.6,3,68,0,0,0
3,1.2,3,85,0,0,0
1,0.8,2,69,0,0,0
2,2.1,3,52,0,221,0
1,1.0,1,148,0,0,0
3,0.6,2,100,0,0,0
4,3.6,3,81,0,0,0
4,1.4,2,89,0,0,0
2,2.4,2,58,0,0,0
1,1.4,3,49,0,0,0
2,0.8,3,35,0,125,0
1,2.8,2,60,0,0,0
2,2.1,3,54,0,97,0
1,1.5,2,23,0,0,0
4,0.5,2,24,0,0,0
3,2.2,3,62,1,217,0
1,2.8,2,90,0,0,0
2,0.0,3,84,0,0,0
2,2.1,3,49,0,95,0
1,3.5,1,140,0,342,0
1,1.0,3,43,0,0,0
4,0.7,2,39,0,0,0
2,1.5,3,99,0,0,0
4,0.5,3,20,0,117,0
1,0.5,3,31,0,0,0
3,0.67,2,19,0,0,0
2,0.4,1,12,0,0,0
1,1.5,1,39,0,0,0
2,0.0,3,10,0,102,0
2,4.5,3,81,1,187,0
3,0.1,2,11,0,0,0
3,2.33,1,73,1,0,0
3,0.7,2,48,0,0,0
4,0.8,1,89,0,155,0
2,0.6,3,61,0,127,0
3,0.8,3,59,0,91,0
2,2.4,2,52,0,147,0
4,0.9,2,15,0,0,0
2,0.4,1,22,0,0,0
3,2.3,1,72,0,124,0
1,1.5,3,55,0,0,0
3,0.9,3,43,0,175,0
4,1.9,3,30,0,0,0
2,0.3,3,13,0,0,0
2,2.0,1,113,0,77,0
2,0.6,3,45,0,0,0
3,0.9,3,55,0,197,0
4,1.9,3,89,0,0,0
4,0.2,3,84,0,297,0
3,5.4,1,158,0,432,1
2,3.4,2,81,0,0,1
4,2.1,3,101,0,0,0
2,0.7,3,14,0,0,0
3,1.7,1,60,0,0,0
4,0.7,1,24,0,0,0
1,2.8,1,81,0,0,0
1,5.0,1,163,0,0,0
2,1.7,2,45,0,0,0
2,2.7,1,113,0,352,0
2,1.7,2,95,0,0,0
2,2.8,1,105,0,336,0
2,0.1,2,8,0,0,0
1,2.5,3,42,0,0,0
2,0.0,1,68,0,126,0
1,2.7,2,93,0,256,0
2,1.4,2,31,0,94,0
1,1.3,3,81,0,293,0
3,1.6,1,90,0,0,0
3,2.67,1,80,0,0,0
1,2.5,3,40,0,166,0
1,1.0,1,155,0,256,0
4,2.2,1,61,0,119,0
3,2.1,3,51,0,0,0
1,5.0,1,132,0,0,0
4,5.2,3,191,0,194,1
2,3.3,3,182,0,372,1
3,2.67,2,69,0,0,0
2,0.1,2,10,0,0,0
1,1.8,1,53,0,0,0
4,3.4,2,85,0,0,0
4,1.67,3,49,0,0,0
1,1.4,1,51,0,0,0
2,0.5,1,159,0,0,0
1,1.5,3,142,0,0,1
4,0.2,1,84,0,0,0
2,0.4,1,21,0,0,0
1,5.7,1,129,0,0,0
2,0.3,1,32,0,0,0
4,0.8,1,81,0,228,0
3,0.3,2,54,0,0,0
4,0.0,2,30,0,0,0
3,0.3,3,19,0,0,0
2,2.0,1,120,0,0,0
4,0.7,2,34,0,0,0
1,2.5,1,129,0,0,0
4,4.9,2,159,0,111,1
1,2.7,1,90,0,323,0
2,3.9,2,95,0,0,1
1,7.0,3,165,0,541,1
4,2.2,2,53,0,0,0
2,2.0,2,112,0,382,0
1,2.6,2,83,0,0,0
2,0.8,3,81,0,0,0
3,0.9,3,40,0,0,0
3,2.2,1,70,0,0,0
3,8.0,1,184,0,0,1
4,1.3,1,68,0,0,0
2,1.1,1,92,0,0,0
4,2.1,3,49,0,0,0
2,6.5,2,180,1,0,1
2,3.0,1,60,0,132,1
2,2.5,1,79,0,0,0
3,5.0,2,169,1,184,1
1,1.4,1,43,0,0,0
4,0.1,3,50,0,152,0
3,2.33,2,62,0,0,0
4,1.0,2,44,0,101,0
3,2.3,2,142,1,0,1
3,3.3,3,152,0,0,1
2,1.7,2,83,0,0,0
1,1.9,1,115,0,0,0
4,1.8,3,52,0,0,0
1,1.2,1,65,0,268,0
1,1.6,2,55,0,0,0
2,1.0,2,14,0,83,0
2,6.9,1,152,0,0,0
2,2.3,3,68,0,128,0
2,7.6,1,180,0,524,0
1,4.7,3,193,0,203,1
3,0.7,2,65,0,0,0
1,0.6,3,29,0,0,0
2,3.4,3,83,0,0,1
4,0.7,1,62,0,0,0
4,2.8,2,38,0,144,0
1,2.8,3,91,0,330,0
1,0.7,1,33,0,104,0
3,1.6,3,68,0,0,0
1,4.0,3,82,0,0,0
3,2.2,3,38,0,0,0
2,1.0,3,63,0,82,0
2,2.0,2,45,0,121,0
2,4.5,3,98,0,306,0
1,5.4,1,121,0,158,0
4,0.7,1,14,0,0,0
1,8.6,1,162,1,0,0
4,1.3,3,43,0,0,0
2,0.7,3,13,0,0,0
2,1.5,2,63,0,0,0
4,1.5,1,49,1,214,0
3,0.3,3,70,0,0,0
1,1.0,1,22,0,91,0
4,2.0,2,79,0,0,0
4,0.2,1,31,0,141,0
4,2.9,1,69,0,0,0
1,0.2,3,29,0,90,0
4,0.1,2,83,0,247,0
1,1.5,2,35,0,0,0
4,1.0,2,38,0,0,0
2,2.8,1,89,0,0,0
1,0.4,3,18,0,0,0
4,1.7,2,52,0,0,0
1,1.6,1,63,0,118,0
1,2.7,2,101,0,233,0
3,5.6,3,123,0,428,1
4,3.4,1,73,0,140,0
2,0.3,2,18,0,0,0
3,6.0,3,194,1,587,1
4,1.8,2,80,0,0,0
1,1.4,3,52,0,207,0
1,0.8,1,123,0,146,0
2,3.1,1,92,0,178,0
2,0.4,1,115,0,0,0
1,2.5,3,59,0,220,0
2,0.0,3,78,0,0,0
1,0.3,3,39,0,0,0
1,1.0,1,42,0,184,0
1,2.4,1,59,0,250,0
1,1.3,1,129,0,0,0
2,6.0,3,118,1,246,1
2,0.8,3,64,0,0,0
3,0.5,3,95,0,0,0
1,0.0,1,114,0,0,0
2,0.3,2,32,0,130,0
1,1.7,1,30,0,0,0
3,0.9,3,14,0,111,0
1,0.6,3,30,0,0,0
2,1.0,3,31,0,0,0
2,0.3,1,39,0,0,0
2,1.1,1,53,0,0,0
4,1.9,1,70,0,212,0
4,3.5,2,125,0,0,1
2,2.0,2,80,0,0,0
3,0.9,3,43,0,0,0
4,1.5,3,31,0,0,0
3,0.7,2,64,0,230,0
1,1.3,2,28,0,94,0
3,0.5,3,60,0,0,0
3,2.0,3,32,0,0,0
1,1.3,3,98,0,0,0
4,0.5,3,14,0,0,0
1,1.3,2,48,0,0,0
1,2.9,1,81,0,0,0
3,2.1,1,60,0,0,0
2,2.3,3,44,0,187,0
4,4.1,1,94,1,120,1
2,0.8,1,39,0,182,0
2,2.5,1,82,0,221,0
3,0.67,2,8,0,88,0
1,1.1,3,32,0,0,0
4,3.8,1,160,0,237,1
4,2.1,1,44,0,0,0
2,1.6,1,88,0,278,0
2,0.0,3,75,0,0,0
4,1.2,2,43,0,0,0
4,4.9,1,79,0,0,0
3,4.2,1,142,0,359,1
1,0.1,3,81,0,0,0
4,1.8,1,32,0,83,0
2,3.3,1,173,0,243,0
1,0.8,1,54,0,0,0
3,0.5,1,28,0,0,0
4,0.9,1,39,0,0,0
2,6.5,1,200,0,565,0
4,1.3,3,82,0,219,0
4,4.3,1,161,1,0,1
3,0.4,2,31,0,0,0
3,0.5,1,29,0,97,0
2,2.0,3,42,0,0,0
1,4.7,1,105,0,0,0
4,0.9,1,39,0,147,0
1,1.2,2,39,0,0,0
4,0.7,2,10,0,81,0
1,0.8,1,55,0,168,0
4,0.0,1,82,0,0,0
1,2.6,2,73,0,133,0
3,1.5,1,44,0,153,0
4,1.3,2,48,0,0,0
1,4.6,1,134,0,164,0
2,0.7,3,15,0,0,0
1,1.0,1,178,0,0,0
4,1.5,3,38,0,0,0
1,1.2,1,65,0,0,0
3,1.0,3,39,0,0,0
4,1.4,2,91,0,0,0
2,2.5,1,62,0,0,0
1,1.7,1,153,0,337,0
1,2.5,1,145,0,0,0
2,1.0,3,45,0,88,0
3,0.7,2,32,0,0,0
3,1.1,2,54,0,0,0
2,1.7,1,58,0,0,0
1,0.3,1,90,0,0,0
1,2.1,3,38,0,133,0
2,7.5,1,118,1,0,0
3,3.0,2,61,0,0,0
2,5.1,2,184,0,0,1
2,6.0,3,145,0,0,1
2,3.3,1,129,0,0,0
3,0.3,3,74,0,0,0
4,2.2,1,52,0,230,0
2,2.5,1,45,0,0,0
4,1.7,2,99,0,0,0
1,0.6,3,21,0,0,0
3,2.5,2,38,0,135,0
3,0.8,1,95,0,0,0
4,0.6,3,21,0,0,0
1,2.0,1,121,0,0,0
3,1.0,1,109,0,0,0
2,6.8,1,149,0,0,0
1,0.7,1,43,0,136,0
4,2.6,3,79,0,0,0
1,0.2,2,78,0,0,0
2,1.75,3,51,0,0,0
4,0.9,2,25,0,111,0
2,0.8,3,90,0,205,0
1,1.6,3,72,0,0,0
3,1.6,3,80,0,144,0
1,2.2,3,61,0,0,0
1,0.7,3,63,0,79,0
3,0.1,1,80,1,0,0
1,2.8,2,40,0,0,0
3,1.7,2,79,0,150,0
2,0.3,1,11,0,89,0
4,2.2,2,115,0,0,1
3,1.5,1,80,0,219,0
4,0.7,2,21,0,0,0
2,0.7,3,39,0,0,0
4,0.4,3,23,0,88,0
2,0.8,3,93,0,107,0
3,0.5,3,70,0,0,0
1,1.0,3,113,0,211,0
3,2.4,1,65,0,0,0
1,2.7,2,81,0,0,0
2,4.4,2,114,0,0,1
3,0.5,1,19,0,0,0
4,0.5,3,20,0,0,0
4,1.7,2,100,0,0,0
1,7.4,1,120,0,119,0
1,0.3,1,44,0,187,0
2,1.5,2,62,0,0,0
1,2.4,1,58,0,0,0
2,0.4,3,65,0,232,0
4,3.6,3,93,0,0,1
2,7.8,1,158,0,114,0
2,2.1,3,38,0,0,0
1,1.3,1,155,0,0,0
4,0.9,2,13,0,0,0
4,1.9,3,71,0,0,0
3,0.5,3,50,0,0,0
2,6.67,1,199,0,0,0
2,3.0,3,123,0,0,1
2,1.0,2,35,0,0,0
2,1.7,1,42,0,0,0
4,1.0,2,38,0,124,0
2,3.9,1,119,0,0,0
1,0.2,2,79,0,83,0
3,1.0,3,44,0,198,0
1,2.6,2,89,1,0,0
4,0.3,2,18,0,84,0
2,0.8,3,91,0,0,0
4,0.2,1,54,0,141,0
1,1.6,3,69,0,0,0
2,0.2,3,30,0,0,0
4,1.2,2,41,0,0,0
3,2.67,1,63,0,0,0
2,1.7,1,44,0,0,0
3,0.1,3,11,0,0,0
4,1.0,2,44,0,192,0
3,0.5,1,23,0,0,0
4,2.1,3,51,0,0,0
2,0.8,1,29,0,0,0
4,4.9,1,84,0,0,0
4,2.0,2,44,0,0,0
2,1.7,3,73,0,0,0
1,2.9,1,82,0,276,0
1,2.8,1,83,0,0,0
2,0.3,2,34,0,0,0
4,1.3,3,61,0,0,0
3,1.0,1,104,0,242,0
4,0.7,3,71,0,0,0
2,0.1,2,18,0,119,0
4,0.6,2,24,0,0,0
4,0.0,1,72,0,0,0
4,0.8,1,44,0,0,0
3,0.5,1,90,0,0,0
1,0.3,2,182,1,229,1
1,0.75,3,33,0,0,0
2,0.6,3,42,0,0,0
2,2.8,1,101,0,0,0
4,1.0,3,30,0,0,0
4,2.0,3,53,0,0,0
1,0.1,3,98,0,0,0
3,0.9,2,74,0,155,0
4,0.5,2,20,0,0,0
2,2.1,3,43,1,0,0
2,1.5,2,72,0,0,0
2,2.5,1,62,0,184,0
1,0.8,3,70,0,0,0
1,1.0,1,15,0,0,0
3,6.5,3,132,0,0,1
4,0.3,1,31,0,156,0
2,1.7,2,89,0,0,0
4,3.6,3,79,0,212,0
2,2.3,3,71,0,150,0
1,2.5,1,140,0,0,0
4,2.1,3,79,0,182,0
2,1.8,2,91,0,321,0
4,1.3,1,55,0,0,0
1,2.7,1,75,0,0,0
2,2.0,3,39,0,0,0
1,2.8,1,55,0,0,0
1,2.7,2,85,0,100,0
2,0.7,2,28,0,82,0
1,2.0,1,39,0,0,0
3,1.4,1,41,0,0,0
3,0.9,2,82,0,218,0
3,2.2,1,48,0,0,0
2,0.2,1,95,0,0,0
3,0.7,2,22,0,0,0
4,0.0,1,75,0,0,0
2,1.9,1,102,1,0,0
2,0.7,2,73,0,0,0
4,1.7,3,100,0,0,0
3,0.7,2,129,0,0,1
1,3.8,1,123,0,0,0
1,0.5,3,13,0,0,0
3,1.5,1,42,1,0,0
3,0.1,3,15,0,0,0
1,1.7,2,134,0,307,1
3,0.8,3,62,0,0,0
2,0.5,2,19,0,0,0
1,1.5,3,64,0,0,0
1,1.5,1,44,0,109,0
1,1.9,2,35,0,118,0
3,2.0,2,69,0,0,0
1,1.8,2,43,0,0,0
4,1.0,1,12,0,0,0
1,1.5,2,68,0,120,0
2,2.0,1,121,0,341,0
1,0.1,3,111,0,0,0
2,0.6,3,58,0,0,0
1,1.9,1,115,0,200,0
1,7.3,1,150,0,0,0
1,1.7,1,114,0,0,0
1,1.8,3,60,0,227,0
1,0.0,1,59,0,144,0
2,8.8,1,203,0,0,0
2,1.1,2,55,0,0,0
1,3.7,3,75,0,280,0
1,4.0,1,110,0,0,0
1,1.5,2,28,0,0,0
2,6.7,1,185,1,0,0
1,1.8,3,58,0,0,0
3,0.2,1,22,0,0,0
2,2.7,1,131,0,394,0
2,3.3,1,151,0,328,0
3,2.1,3,63,0,0,0
1,2.6,1,122,0,352,0
3,3.0,2,62,0,0,0
3,4.4,1,130,0,192,1
1,6.33,1,195,0,0,0
1,0.6,3,18,0,0,0
2,0.3,1,40,0,0,0
3,3.7,2,82,0,0,1
4,3.2,3,174,0,0,1
4,1.8,2,71,0,0,0
1,1.6,3,70,0,265,0
4,1.8,2,51,0,0,0
3,0.9,3,38,0,82,0
3,2.33,1,71,0,106,0
4,0.4,1,64,0,0,0
2,0.3,1,90,0,0,0
4,3.3,2,162,1,446,1
4,3.4,2,101,0,0,0
3,7.0,2,148,0,0,1
1,0.8,1,145,0,84,0
2,7.6,1,164,1,0,0
1,2.0,1,84,0,0,0
2,2.1,3,43,0,166,0
2,7.5,1,119,0,239,0
2,1.6,1,93,0,161,0
3,1.1,2,39,0,0,0
1,4.0,1,105,0,0,0
4,2.0,2,63,0,0,0
1,1.33,1,32,0,137,0
3,1.0,2,31,0,142,0
1,0.8,2,15,0,115,0
1,3.5,1,151,0,392,0
3,2.4,1,48,0,0,0
1,4.0,3,81,0,206,0
2,2.4,2,62,0,0,0
2,1.9,2,51,0,0,0
4,2.3,3,73,0,0,0
2,0.8,1,41,0,0,0
4,0.5,3,9,0,86,0
2,4.5,3,105,0,0,0
1,0.2,2,70,0,230,0
3,2.6,2,75,0,0,0
3,2.33,1,62,1,131,0
3,2.3,1,63,0,0,0
2,4.7,3,130,0,221,1
2,0.7,1,54,0,0,0
1,2.7,2,93,0,0,0
4,1.7,2,64,0,0,0
3,1.7,2,33,0,0,0
1,0.5,3,24,0,0,0
4,0.4,2,10,0,0,0
4,0.5,1,140,0,0,1
1,0.3,3,19,0,0,0
2,0.7,2,28,0,90,0
3,10.0,3,202,0,0,1
4,1.4,2,79,0,0,0
3,3.4,3,85,0,0,1
3,2.2,2,185,1,0,1
3,0.6,2,44,0,0,0
2,1.0,3,53,0,181,0
1,1.3,1,153,0,455,0
1,7.4,1,150,0,481,0
2,5.2,2,135,0,0,1
3,0.8,1,79,0,302,0
2,0.2,3,18,0,0,0
2,0.1,3,18,0,0,0
4,1.8,3,85,0,0,0
2,6.5,1,195,0,635,0
3,2.0,3,44,0,0,0
3,2.8,1,49,0,0,0
2,0.9,3,23,0,0,0
4,1.7,2,59,0,0,0
2,0.0,1,194,0,0,0
3,1.4,1,45,0,198,0
2,2.8,1,81,0,0,0
2,2.1,2,170,0,0,1
1,0.3,1,102,0,0,0
1,0.3,1,145,0,140,0
4,1.5,2,28,0,0,0
1,1.6,2,55,0,227,0
3,0.7,1,83,0,0,0
1,6.0,1,184,0,0,0
1,2.9,1,79,0,307,0
2,1.1,3,121,0,0,1
3,0.4,1,11,0,0,0
4,1.3,3,30,0,0,0
2,1.7,2,30,0,0,0
4,0.3,1,22,0,0,0
3,2.6,3,52,0,159,0
2,3.8,3,78,0,268,0
1,7.0,1,154,0,0,0
1,1.0,3,30,0,111,0
2,3.9,1,152,0,159,0
1,3.7,3,68,0,0,0
4,3.4,1,80,0,0,0
4,1.5,3,25,0,0,0
2,0.7,2,21,0,0,0
2,2.4,3,132,0,0,1
1,1.4,3,28,0,75,0
2,3.1,2,133,0,0,1
1,5.2,1,123,0,0,0
1,1.0,1,11,0,0,0
1,2.7,2,90,0,0,0
1,0.4,3,30,0,0,0
4,0.2,3,59,0,0,0
1,0.3,1,115,0,0,0
1,0.3,1,114,0,286,0
3,2.0,3,38,0,0,0
3,0.1,1,81,0,0,0
2,3.2,3,51,0,0,0
1,0.3,1,95,0,0,0
1,2.5,1,144,1,0,0
3,1.7,2,81,0,171,0
2,1.4,3,33,0,0,0
1,1.0,1,179,0,0,0
3,1.2,3,84,0,121,0
3,1.7,2,81,0,193,0
3,1.8,2,98,0,333,0
1,3.8,1,132,0,82,0
4,4.0,3,69,0,102,0
2,3.7,2,188,0,259,1
3,0.5,1,92,0,310,0
4,0.8,1,39,0,0,0
4,1.3,2,45,0,201,0
3,1.0,1,30,0,0,0
4,2.2,2,84,0,0,0
1,0.8,2,10,0,0,0
1,4.7,1,88,0,0,0
1,1.2,3,22,0,0,0
2,7.5,1,120,0,0,0
2,1.75,3,48,0,89,0
1,0.6,3,20,0,0,0
1,0.3,1,129,0,0,0
4,1.3,3,60,0,0,0
2,0.3,1,30,0,146,0
1,6.8,3,169,1,0,1
1,2.9,1,72,0,0,0
2,4.5,3,95,0,275,0
1,5.0,1,164,0,0,0
2,2.5,1,52,0,0,0
1,0.2,1,41,0,0,0
2,0.4,1,19,0,118,0
1,0.6,3,35,0,0,0
3,0.5,1,89,0,0,0
4,2.2,2,39,0,0,0
4,0.7,2,30,0,0,0
2,3.3,1,165,0,0,0
4,2.6,1,59,0,0,0
4,0.2,1,44,1,0,0
2,1.6,1,93,0,0,0
4,1.1,3,20,0,0,0
3,1.5,1,54,0,0,0
4,1.4,2,70,0,0,0
3,0.7,2,32,0,141,0
2,1.0,2,19,0,92,0
1,2.0,1,55,0,95,0
2,2.5,1,82,0,0,0
3,4.8,2,191,1,0,1
1,0.1,1,22,0,0,0
1,2.0,1,109,0,0,0
3,2.67,2,81,0,251,0
4,2.6,3,81,0,0,0
2,0.5,1,140,0,262,0
2,3.6,3,111,0,0,1
3,0.1,2,31,0,0,0
4,1.0,3,41,0,0,0
1,1.8,3,45,0,195,0
3,3.0,3,122,1,0,1
2,0.3,1,44,0,192,0
1,0.75,3,19,0,0,0
3,1.0,2,21,0,0,0
1,0.8,1,40,0,118,0
2,3.3,1,175,0,0,0
3,3.0,1,63,0,0,0
1,2.4,1,60,0,98,0
1,1.6,1,40,0,0,0
2,0.1,2,13,1,0,0
4,0.6,1,30,0,0,0
4,1.3,3,41,0,0,0
1,2.8,1,72,0,271,0
2,4.5,1,190,0,0,0
4,3.0,1,122,0,0,1
1,1.2,1,59,0,139,0
1,1.9,2,39,0,0,0
1,4.7,1,124,0,0,0
2,1.3,3,163,0,0,1
1,0.7,3,55,0,135,0
2,1.7,1,71,0,0,0
1,1.8,3,53,0,0,0
2,6.9,1,139,0,0,0
3,1.0,2,22,0,126,0
4,0.2,1,29,0,0,0
2,1.0,3,40,0,167,0
3,2.5,2,53,0,112,0
1,3.5,1,145,0,0,0
4,1.8,1,29,0,0,0
4,6.1,1,149,0,0,1
4,2.2,1,55,0,0,0
1,0.0,1,138,0,0,0
4,2.3,3,109,0,314,0
2,1.5,3,82,1,0,0
4,0.6,3,113,0,327,1
3,0.3,3,21,0,129,0
4,5.0,3,119,0,0,1
3,3.0,1,73,0,0,0
1,0.8,3,52,0,196,0
1,0.3,1,38,1,0,0
1,4.7,1,148,0,0,0
2,2.8,1,65,0,0,0
1,1.2,2,182,0,547,1
1,0.1,1,34,0,124,0
1,4.3,1,180,0,0,0
3,0.1,1,95,0,240,0
3,0.7,1,79,0,0,0
4,1.7,1,43,0,98,0
2,1.5,3,80,0,0,0
2,0.7,1,55,0,149,0
1,2.5,3,60,0,103,0
1,0.2,1,44,1,0,0
3,2.7,2,61,0,168,0
2,1.8,1,85,0,0,0
2,6.5,1,188,0,0,0
3,0.1,2,22,0,0,0
