,Experience,Income,CCAvg,Education,Mortgage,target
2040,23,110,3.3,1,0,0
2041,5,38,2.0,2,0,0
2042,24,14,1.0,1,0,0
2043,23,68,1.5,2,0,0
2044,7,45,2.3,1,83,0
2045,14,71,2.0,3,0,0
2046,20,82,1.4,2,201,0
2047,35,55,0.5,2,172,0
2048,33,61,2.3,3,193,0
2049,27,92,1.1,1,0,0
2050,6,82,2.5,1,0,0
2051,39,83,1.8,2,0,0
2052,13,65,0.5,3,0,0
2053,29,62,3.8,2,149,0
2054,18,45,0.7,1,0,0
2055,31,130,2.6,3,0,1
2056,33,23,1.3,2,131,0
2057,30,81,2.6,3,0,0
2058,15,171,3.3,1,0,0
2059,13,172,6.5,1,0,0
2060,34,60,2.5,1,0,0
2061,17,29,1.0,2,0,0
2062,32,33,2.0,2,0,0
2063,30,64,0.3,2,0,0
2064,-1,44,2.0,2,0,0
2065,8,43,1.67,2,0,0
2066,5,35,0.6,3,171,0
2067,18,144,6.1,1,158,0
2068,6,44,0.8,1,0,0
2069,8,98,2.0,2,175,0
2070,19,81,0.3,1,218,0
2071,13,119,3.3,2,0,1
2072,34,83,1.4,1,75,0
2073,28,183,1.0,1,442,0
2074,16,23,1.4,2,0,0
2075,18,72,0.7,3,155,0
2076,35,40,0.4,1,135,0
2077,26,8,0.5,2,0,0
2078,4,39,1.1,2,0,0
2079,22,18,0.9,3,0,0
2080,16,104,1.8,2,0,0
2081,16,71,2.33,2,0,0
2082,2,129,3.3,1,0,0
2083,28,60,2.6,3,0,0
2084,33,91,1.9,2,329,0
2085,24,95,0.3,1,262,0
2086,5,110,1.5,3,0,0
2087,35,78,2.8,1,0,0
2088,6,18,0.3,2,0,0
2089,21,29,0.3,3,105,0
2090,10,68,2.6,2,0,0
2091,25,29,1.4,3,102,0
2092,14,179,0.0,1,0,0
2093,3,85,0.8,2,0,0
2094,24,45,0.6,2,117,0
2095,28,122,3.0,3,115,1
2096,7,100,0.6,2,0,0
2097,4,110,2.9,3,0,0
2098,29,98,0.1,3,0,0
2099,34,90,3.6,2,0,1
2100,29,99,1.4,1,264,0
2101,20,62,2.5,1,0,0
2102,17,72,1.1,2,203,0
2103,1,150,6.33,1,0,0
2104,38,40,1.0,3,0,0
2105,1,55,2.6,3,113,0
2106,19,60,0.7,3,159,0
2107,15,55,1.5,3,0,0
2108,14,111,6.1,1,326,0
2109,5,73,2.6,2,133,0
2110,27,21,0.4,1,0,0
2111,41,115,1.7,2,0,0
2112,17,29,0.6,3,0,0
2113,24,195,1.7,1,0,0
2114,31,50,1.5,1,0,0
2115,24,38,0.1,1,0,0
2116,7,54,1.3,1,0,0
2117,33,83,4.4,1,0,0
2118,29,79,1.1,1,0,0
2119,20,38,2.5,2,0,0
2120,25,114,0.6,1,0,0
2121,41,42,1.9,2,0,0
2122,33,60,1.3,3,0,0
2123,42,51,2.2,1,0,0
2124,15,55,2.8,1,0,0
2125,39,170,7.9,3,99,1
2126,19,41,0.2,1,0,0
2127,10,24,1.1,3,0,0
2128,12,93,2.8,1,0,0
2129,15,128,3.4,1,0,0
2130,7,109,2.0,2,341,0
2131,34,19,0.3,3,0,0
2132,6,141,4.33,1,0,0
2133,10,48,2.5,3,164,0
2134,1,28,1.0,3,0,0
2135,22,135,4.1,1,213,1
2136,33,43,1.6,3,0,0
2137,23,61,1.4,3,0,0
2138,12,132,3.9,1,0,0
2139,32,145,0.5,1,119,0
2140,19,22,1.5,1,0,0
2141,7,49,2.3,1,0,0
2142,21,30,1.4,3,112,0
2143,36,60,2.2,3,0,0
2144,35,43,0.4,1,0,0
2145,33,170,2.1,2,0,1
2146,24,138,2.2,2,0,1
2147,18,141,5.0,3,0,1
2148,26,148,0.4,1,508,0
2149,21,128,4.7,1,0,0
2150,20,70,1.9,1,0,0
2151,21,34,1.3,1,116,0
2152,28,34,0.6,3,0,0
2153,11,35,0.8,3,125,0
2154,25,21,0.7,3,129,0
2155,23,11,0.9,3,103,0
2156,16,25,0.1,2,91,0
2157,35,40,0.4,1,0,0
2158,29,61,2.0,3,0,0
2159,37,83,0.1,2,0,0
2160,14,102,1.9,1,0,0
2161,23,29,0.6,1,0,0
2162,9,180,6.5,3,0,1
2163,41,105,1.7,2,230,0
2164,6,83,2.2,2,0,0
2165,7,132,1.1,2,412,1
2166,32,88,0.3,1,0,0
2167,15,22,0.6,3,0,0
2168,20,94,0.5,3,0,0
2169,31,74,1.6,3,0,0
2170,26,191,8.1,1,0,0
2171,9,164,0.0,1,500,0
2172,10,60,2.8,1,0,0
2173,39,141,6.9,1,0,0
2174,19,132,5.0,1,0,0
2175,18,130,7.5,1,0,0
2176,1,48,2.6,3,169,0
2177,4,49,1.1,2,0,0
2178,18,51,2.1,3,0,0
2179,30,111,0.3,1,372,1
2180,37,31,0.5,3,0,0
2181,27,75,2.7,1,0,0
2182,23,34,0.6,1,0,0
2183,32,51,2.8,2,0,0
2184,37,50,1.5,1,169,0
2185,22,83,0.7,1,0,0
2186,25,68,1.5,2,0,0
2187,30,53,1.7,1,0,0
2188,20,71,2.0,3,0,0
2189,23,82,2.4,2,0,0
2190,22,43,1.2,2,112,0
2191,2,79,2.5,1,0,0
2192,18,29,0.3,3,0,0
2193,5,85,2.5,1,293,0
2194,10,39,2.0,1,153,0
2195,12,169,5.2,3,249,1
2196,9,70,1.3,1,0,0
2197,40,169,2.1,1,122,0
2198,25,149,0.4,1,0,0
2199,40,81,1.8,2,0,0
2200,36,129,6.0,1,0,0
2201,9,60,1.2,1,0,0
2202,36,55,0.9,3,0,0
2203,3,90,0.8,1,0,0
2204,20,101,4.4,2,82,1
2205,13,59,3.6,2,0,0
2206,23,25,0.9,3,0,0
2207,25,41,1.0,3,0,0
2208,28,81,3.0,3,0,0
2209,1,18,0.9,3,95,0
2210,26,13,1.0,1,0,0
2211,17,71,3.2,1,0,0
2212,35,31,0.4,2,0,0
2213,18,129,5.7,1,0,0
2214,30,50,2.8,2,0,0
2215,-1,21,0.4,1,90,0
2216,30,58,3.2,3,0,0
2217,38,174,4.7,1,0,0
2218,15,52,2.33,1,0,0
2219,26,71,1.4,3,0,0
2220,9,45,2.0,1,0,0
2221,35,90,1.9,2,0,0
2222,14,70,2.1,1,185,0
2223,35,28,0.2,3,135,0
2224,22,53,1.9,3,98,0
2225,20,85,0.4,3,0,0
2226,13,73,2.4,1,0,0
2227,33,50,2.1,1,0,0
2228,16,104,4.0,3,0,0
2229,29,94,1.0,2,0,0
2230,2,182,3.2,2,0,1
2231,21,71,1.9,3,0,0
2232,32,41,1.4,1,0,0
2233,17,78,1.0,3,0,0
2234,40,52,1.1,1,226,0
2235,12,84,0.8,2,0,0
2236,16,65,2.67,2,100,0
2237,13,78,0.1,2,0,0
2238,28,79,1.7,2,150,0
2239,1,118,5.4,1,0,0
2240,12,61,0.2,3,0,0
2241,25,44,0.9,3,0,0
2242,3,148,1.5,1,397,0
2243,23,32,0.1,1,0,0
2244,18,153,5.6,1,416,1
2245,29,71,0.3,2,0,0
2246,7,82,2.6,2,240,0
2247,31,30,0.7,2,145,0
2248,1,38,1.7,2,0,0
2249,23,70,2.8,2,0,0
2250,39,35,0.5,3,150,0
2251,24,81,0.4,3,0,0
2252,19,73,2.9,1,0,0
2253,12,52,2.0,1,0,0
2254,3,91,3.4,3,0,1
2255,20,13,0.67,2,0,0
2256,36,50,1.8,3,0,0
2257,9,63,1.8,1,0,0
2258,34,78,4.4,1,0,0
2259,4,34,0.3,2,0,0
2260,28,173,2.7,1,427,1
2261,21,115,3.3,1,85,0
2262,10,45,1.7,1,84,0
2263,18,42,0.3,3,0,0
2264,26,59,1.5,2,239,0
2265,15,31,1.4,3,88,0
2266,21,42,0.1,1,0,0
2267,30,73,1.1,1,0,0
2268,27,68,1.4,3,0,0
2269,8,62,2.3,1,98,0
2270,31,91,2.8,1,0,0
2271,32,28,1.2,3,0,0
2272,34,59,1.6,1,231,0
2273,15,139,3.4,1,353,0
2274,38,50,1.1,1,0,0
2275,29,29,1.5,2,97,0
2276,27,113,0.1,3,0,0
2277,3,39,0.2,1,137,0
2278,20,138,3.3,1,0,0
2279,32,13,0.9,2,78,0
2280,27,65,1.2,1,0,0
2281,26,12,0.7,3,109,0
2282,7,134,3.1,1,0,0
2283,39,145,0.9,1,0,0
2284,19,169,5.67,3,167,1
2285,18,94,1.1,2,0,0
2286,5,40,1.7,2,0,0
2287,38,53,0.0,2,0,0
2288,4,130,6.7,1,0,0
2289,1,43,1.5,1,0,0
2290,33,55,1.8,3,0,0
2291,6,83,1.8,3,0,0
2292,22,114,2.4,3,0,1
2293,11,60,2.8,1,181,0
2294,20,134,5.7,1,146,0
2295,36,55,1.67,3,0,0
2296,17,60,2.4,1,98,0
2297,10,182,0.3,2,229,1
2298,17,85,0.2,3,229,0
2299,28,73,1.4,3,0,0
2300,31,51,1.4,1,0,0
2301,31,131,2.7,1,0,0
2302,12,39,2.0,3,0,0
2303,22,19,0.5,1,0,0
2304,8,54,2.3,1,0,0
2305,18,140,7.0,1,205,0
2306,8,62,1.0,1,0,0
2307,28,149,6.8,1,0,0
2308,22,81,2.9,1,0,0
2309,35,165,6.0,1,0,0
2310,2,104,2.5,1,0,0
2311,15,24,1.0,1,116,0
2312,30,185,2.9,1,0,0
2313,21,120,0.0,1,135,0
2314,22,25,0.1,1,148,0
2315,37,98,0.9,1,151,0
2316,3,53,2.1,3,0,0
2317,4,38,1.6,1,0,0
2318,19,81,3.2,1,0,0
2319,37,19,0.5,1,89,0
2320,32,19,0.9,2,0,0
2321,3,45,1.6,3,0,0
2322,5,14,0.5,3,0,0
2323,19,62,0.8,3,0,0
2324,31,51,1.7,1,0,0
2325,25,83,3.1,1,0,1
2326,36,29,0.5,2,0,0
2327,5,112,4.33,1,0,0
2328,0,131,5.4,1,0,0
2329,19,82,0.4,1,0,0
2330,26,15,0.0,1,114,0
2331,6,78,2.9,3,0,0
2332,8,125,0.0,1,0,0
2333,20,62,2.67,2,0,0
2334,18,49,1.7,1,106,0
2335,30,42,2.0,2,196,0
2336,1,13,1.0,1,95,0
2337,37,50,2.4,1,0,0
2338,15,91,2.8,3,330,0
2339,30,93,2.7,2,0,0
2340,2,121,2.0,1,341,0
2341,20,84,1.1,2,180,0
2342,35,108,3.8,2,304,1
2343,11,35,0.75,3,114,0
2344,28,38,1.3,2,0,0
2345,8,48,1.0,1,212,0
2346,32,85,2.0,1,161,0
2347,41,20,0.4,1,80,0
2348,29,111,0.1,3,0,0
2349,27,192,1.7,1,601,0
2350,25,114,2.5,3,0,1
2351,25,32,0.4,3,0,0
2352,35,33,0.4,1,131,0
2353,27,43,0.2,2,0,0
2354,23,30,1.7,2,162,0
2355,9,103,4.5,3,0,0
2356,22,74,1.4,3,0,0
2357,2,158,0.4,2,0,1
2358,6,64,3.4,1,117,0
2359,0,28,1.5,2,0,0
2360,24,79,0.7,1,0,0
2361,27,33,0.7,2,0,0
2362,3,79,2.0,2,0,0
2363,39,39,1.9,2,0,0
2364,7,48,2.2,2,0,0
2365,40,95,3.7,2,138,1
2366,19,30,0.6,3,0,0
2367,37,32,0.2,1,0,0
2368,14,92,0.0,1,249,0
2369,1,83,2.1,3,0,0
2370,5,34,0.4,3,0,0
2371,20,22,0.1,1,0,0
2372,35,85,3.4,3,0,1
2373,36,105,2.8,1,336,0
2374,10,29,1.5,2,0,0
2375,4,88,5.4,1,0,0
2376,3,40,1.9,3,0,0
2377,23,48,0.3,1,0,0
2378,13,43,0.5,3,0,0
2379,6,30,0.4,3,0,0
2380,34,50,1.67,3,0,0
2381,25,128,0.4,1,0,0
2382,34,99,4.4,1,0,1
2383,10,19,0.4,2,0,0
2384,18,21,0.2,1,0,0
2385,19,48,0.8,3,0,0
2386,15,143,3.5,1,0,0
2387,27,101,4.9,1,0,0
2388,0,63,1.75,3,0,0
2389,37,15,0.1,3,91,0
2390,18,45,1.0,2,0,0
2391,20,55,1.5,2,0,0
2392,3,68,0.0,1,0,0
2393,29,79,0.8,1,0,0
2394,12,22,1.0,1,91,0
2395,8,188,2.9,3,0,1
2396,36,10,0.4,2,0,0
2397,3,40,0.1,2,111,0
2398,10,81,3.4,1,0,0
2399,10,45,1.33,1,0,0
2400,24,62,0.8,3,0,0
2401,28,101,0.3,1,0,0
2402,29,51,3.2,3,0,0
2403,22,152,0.0,1,0,0
2404,19,72,0.2,3,0,0
2405,28,102,1.7,2,0,0
2406,2,84,2.9,3,102,0
2407,30,78,1.6,2,0,0
2408,3,55,1.7,2,0,0
2409,12,175,7.8,1,297,0
2410,39,42,0.5,2,116,0
2411,10,31,1.3,1,0,0
2412,15,79,2.4,1,0,0
2413,18,43,0.3,3,158,0
2414,35,51,2.8,1,0,0
2415,24,82,3.0,2,0,0
2416,21,41,0.5,3,0,0
2417,34,30,1.3,1,0,0
2418,17,49,2.8,1,0,0
2419,27,55,1.4,3,0,0
2420,33,41,2.5,1,174,0
2421,5,90,1.3,1,0,0
2422,8,75,1.8,1,0,0
2423,40,95,0.0,3,0,0
2424,6,81,2.2,2,116,0
2425,19,85,1.9,3,0,0
2426,32,68,3.7,1,184,0
2427,2,72,2.6,1,0,0
2428,27,12,1.0,1,0,0
2429,19,123,1.3,1,0,1
2430,8,64,2.1,3,164,0
2431,21,134,5.5,2,0,1
2432,26,110,1.8,2,0,0
2433,10,64,0.7,2,230,0
2434,1,25,0.3,2,0,0
2435,10,73,2.3,1,0,0
2436,5,84,2.9,3,105,0
2437,6,32,1.0,2,0,0
2438,29,20,0.2,1,0,0
2439,28,80,2.6,3,143,0
2440,25,70,1.4,3,0,0
2441,36,25,0.5,2,0,0
2442,35,42,1.8,3,0,0
2443,41,38,1.1,3,0,0
2444,10,45,2.8,1,153,0
2445,25,45,0.6,3,0,0
2446,21,152,1.4,1,0,0
2447,19,30,0.5,3,0,0
2448,32,65,2.2,3,0,0
2449,10,71,0.1,2,0,0
2450,16,111,0.4,1,0,0
2451,8,183,6.0,1,0,0
2452,40,131,3.8,1,0,0
2453,9,40,1.67,2,129,0
2454,24,63,1.4,3,138,0
2455,23,15,1.0,2,101,0
2456,6,21,0.67,3,0,0
2457,13,163,4.1,1,0,0
2458,41,80,0.1,2,0,0
2459,9,40,0.9,1,0,0
2460,19,22,0.2,1,0,0
2461,23,112,5.1,2,86,1
2462,11,9,0.7,2,0,0
2463,11,9,0.2,3,0,0
2464,9,29,0.9,1,126,0
2465,25,93,2.7,1,0,0
2466,18,34,0.3,1,104,0
2467,22,71,1.4,3,0,0
2468,-1,113,2.1,3,0,0
2469,0,38,1.0,3,0,0
2470,8,25,0.9,3,0,0
2471,18,10,0.1,2,0,0
2472,32,40,1.7,1,0,0
2473,13,61,2.4,2,90,0
2474,38,39,2.2,1,0,0
2475,24,91,0.8,3,0,0
2476,16,32,1.4,3,158,0
2477,1,113,2.5,1,0,0
2478,31,74,2.67,1,0,0
2479,12,70,2.6,2,165,0
2480,18,88,0.8,1,0,0
2481,37,90,1.9,2,106,0
2482,7,104,3.6,3,0,1
2483,14,178,4.1,1,207,0
2484,27,63,0.8,3,0,0
2485,27,112,1.8,2,0,0
2486,33,163,7.4,1,0,0
2487,21,174,3.2,3,0,1
2488,1,58,1.8,2,154,0
2489,38,129,0.9,1,366,0
2490,16,115,3.4,1,0,0
2491,9,41,2.3,1,0,0
2492,27,65,2.8,2,0,0
2493,25,45,0.1,1,0,0
2494,37,64,0.0,2,0,0
2495,8,58,0.1,1,0,0
2496,8,42,1.8,2,0,0
2497,32,42,2.1,3,0,0
2498,26,22,0.5,2,100,0
2499,27,64,2.0,3,142,0
2500,11,71,2.5,1,185,0
2501,18,135,3.3,1,0,0
2502,16,109,1.0,1,0,0
2503,25,14,0.7,3,0,0
2504,11,71,1.8,1,127,0
2505,11,58,2.8,1,0,0
2506,6,182,0.8,3,94,1
2507,7,42,0.8,1,0,0
2508,21,52,1.2,2,194,0
2509,12,182,5.8,3,0,1
2510,-1,38,1.7,2,0,0
2511,8,115,2.9,2,0,1
2512,25,65,2.0,3,0,0
2513,22,89,2.7,1,0,0
2514,2,45,1.7,2,0,0
2515,23,129,0.3,1,0,0
2516,13,113,1.7,2,0,1
2517,31,90,2.7,2,0,0
2518,30,18,0.3,1,0,0
2519,13,58,2.4,2,0,0
2520,7,84,0.1,1,0,0
2521,7,81,4.5,3,187,0
2522,19,45,0.0,2,0,0
2523,34,52,1.6,3,75,0
2524,22,59,1.4,3,241,0
2525,27,20,0.5,2,0,0
2526,11,38,1.5,2,136,0
2527,5,122,3.0,1,0,1
2528,4,83,1.5,3,199,0
2529,5,109,2.2,2,103,0
2530,27,43,0.2,2,0,0
2531,38,41,1.5,1,173,0
2532,37,48,0.8,1,158,0
2533,35,43,0.9,3,175,0
2534,5,80,2.2,2,0,0
2535,20,39,0.2,1,0,0
2536,24,112,0.0,1,0,0
2537,11,9,0.2,3,0,0
2538,23,64,2.6,1,0,0
2539,30,70,1.6,3,265,0
2540,25,34,1.3,2,0,0
2541,28,91,1.0,2,0,0
2542,30,82,1.3,3,219,0
2543,15,65,1.5,3,0,0
2544,36,40,0.5,2,100,0
2545,18,59,2.4,1,250,0
2546,0,38,1.0,3,154,0
2547,32,19,0.7,3,0,0
2548,38,50,2.8,1,205,0
2549,32,40,2.5,2,0,0
2550,18,62,2.1,3,0,0
2551,23,89,2.6,2,0,0
2552,5,51,1.0,1,0,0
2553,18,40,1.0,2,0,0
2554,39,119,2.9,1,0,0
2555,26,38,0.9,2,0,0
2556,30,60,2.2,3,0,0
2557,34,58,2.3,3,169,0
2558,19,201,8.8,1,0,0
2559,29,81,0.1,3,0,0
2560,8,52,0.2,1,0,0
2561,32,84,4.3,1,0,0
2562,8,14,0.3,1,0,0
2563,20,155,7.0,1,0,0
2564,5,18,0.3,2,0,0
2565,25,18,0.4,3,0,0
2566,40,63,0.5,2,0,0
2567,18,85,3.7,3,327,0
2568,20,40,1.2,2,0,0
2569,25,90,2.8,2,0,0
2570,23,28,0.6,1,0,0
2571,31,45,1.4,1,198,0
2572,6,132,3.8,1,0,0
2573,18,74,0.4,1,0,0
2574,7,32,0.6,3,166,0
2575,4,19,0.67,3,83,0
2576,-1,82,2.1,3,0,0
2577,25,29,0.3,3,140,0
2578,10,20,0.3,1,97,0
2579,23,22,0.3,3,0,0
2580,15,62,2.33,1,131,0
2581,21,40,0.3,1,116,0
2582,32,25,0.1,2,136,0
2583,8,155,7.4,3,0,1
2584,1,50,0.6,2,0,0
2585,39,53,0.8,1,0,0
2586,20,54,2.9,1,189,0
2587,8,41,1.0,2,0,0
2588,6,69,4.0,3,0,0
2589,29,183,8.1,1,0,0
2590,18,19,0.3,2,0,0
2591,9,134,4.6,1,164,0
2592,21,30,1.9,3,0,0
2593,27,62,3.2,3,118,0
2594,24,83,0.4,3,0,0
2595,30,55,1.4,1,77,0
2596,6,101,0.6,1,0,0
2597,19,83,0.4,1,141,0
2598,15,14,1.0,2,0,0
2599,12,45,1.2,2,138,0
2600,18,60,2.2,3,0,0
2601,16,62,0.7,3,170,0
2602,12,43,0.2,1,0,0
2603,23,79,0.2,2,0,0
2604,12,75,2.33,2,0,0
2605,-3,149,7.2,1,0,0
2606,16,63,1.5,3,0,0
2607,5,82,2.2,2,0,0
2608,28,95,1.9,2,0,0
2609,28,82,2.6,3,294,0
2610,28,108,1.9,2,0,1
2611,9,109,4.0,1,0,1
2612,21,151,3.3,1,328,0
2613,25,58,0.7,2,223,0
2614,33,24,0.5,2,0,0
2615,33,24,0.7,1,0,0
2616,30,29,0.8,1,0,0
2617,2,63,1.6,3,0,0
2618,6,53,1.0,2,96,0
2619,-1,40,2.4,2,0,0
2620,38,59,0.5,2,0,0
2621,22,38,1.9,3,0,0
2622,9,65,0.7,2,104,0
2623,27,81,3.8,2,0,0
2624,34,35,1.2,3,0,0
2625,24,79,3.6,3,212,0
2626,-1,81,1.6,3,0,0
2627,36,18,1.3,1,0,0
2628,30,45,1.5,3,0,0
2629,3,81,0.2,1,0,0
2630,33,88,1.9,2,0,0
2631,32,65,3.2,3,0,0
2632,26,22,0.5,2,0,0
2633,2,13,0.4,1,0,0
2634,4,33,1.0,2,0,0
2635,18,78,1.9,3,0,0
2636,26,191,1.7,1,0,0
2637,0,30,1.3,3,0,0
2638,23,58,2.0,3,0,0
2639,28,72,0.0,1,178,0
2640,22,55,1.4,3,0,0
2641,4,11,0.1,2,0,0
2642,19,170,4.25,1,318,1
2643,29,74,2.0,2,0,0
2644,5,112,2.0,2,382,0
2645,19,113,1.8,2,0,0
2646,34,33,0.3,1,101,0
2647,37,11,0.8,2,102,0
2648,25,71,1.4,3,198,0
2649,11,22,0.1,2,114,0
2650,24,180,1.7,1,0,0
2651,9,69,2.2,2,0,0
2652,15,62,2.4,1,86,0
2653,20,43,0.3,3,0,0
2654,31,28,1.3,1,138,0
2655,26,42,1.3,2,0,0
2656,33,81,1.4,1,0,0
2657,28,62,1.8,3,231,0
2658,38,84,0.1,2,0,0
2659,19,71,2.9,1,218,0
2660,39,121,2.0,1,0,0
2661,21,204,2.8,1,0,0
2662,12,59,2.0,1,216,0
2663,28,38,0.8,1,0,0
2664,4,44,1.9,3,143,0
2665,9,14,0.7,2,105,0
2666,31,58,0.2,1,177,0
2667,10,80,2.2,2,0,0
2668,29,154,7.4,3,0,1
2669,17,78,2.67,1,99,0
2670,9,41,1.5,2,0,0
2671,3,29,1.0,1,0,0
2672,28,43,2.1,3,0,0
2673,5,99,1.8,2,268,0
2674,25,41,1.8,1,0,0
2675,29,81,0.0,3,0,0
2676,36,63,1.6,1,118,0
2677,2,205,6.33,1,271,0
2678,35,30,0.2,3,0,0
2679,24,103,0.3,1,0,0
2680,39,92,0.0,3,0,0
2681,13,69,0.1,1,0,0
2682,17,119,6.1,1,263,0
2683,31,65,2.6,3,0,0
2684,36,54,0.9,3,179,0
2685,26,69,2.0,2,0,0
2686,5,21,0.4,2,89,0
2687,14,63,3.6,2,0,0
2688,28,8,0.3,1,0,0
2689,14,39,2.0,2,0,0
2690,16,62,2.2,3,0,0
2691,32,41,2.2,3,148,0
2692,32,33,1.5,3,140,0
2693,37,139,6.9,1,0,0
2694,34,179,4.5,3,400,1
2695,17,114,1.8,2,0,0
2696,8,175,6.7,1,102,0
2697,21,91,4.7,1,0,0
2698,19,75,0.3,3,0,0
2699,35,122,1.3,1,0,0
2700,28,62,1.8,3,0,0
2701,17,55,0.2,1,0,0
2702,24,81,0.7,1,0,0
2703,20,173,1.4,1,419,0
2704,35,22,1.3,1,80,0
2705,2,20,0.5,3,0,0
2706,29,63,1.0,3,0,0
2707,3,20,1.0,1,134,0
2708,30,121,0.4,1,0,0
2709,15,31,0.6,3,0,0
2710,39,101,3.9,1,0,1
2711,4,39,1.0,2,0,0
2712,40,181,2.3,2,0,1
2713,32,23,0.2,3,0,0
2714,2,55,0.7,2,0,0
2715,33,80,0.7,2,0,0
2716,24,83,3.0,3,0,0
2717,9,71,0.7,3,0,0
2718,13,95,1.7,2,0,0
2719,28,85,1.3,3,118,0
2720,4,50,1.5,1,0,0
2721,10,25,1.0,1,0,0
2722,6,44,0.2,3,0,0
2723,29,172,5.2,2,0,1
2724,16,19,0.3,2,105,0
2725,40,41,1.2,2,0,0
2726,-1,73,2.6,1,0,0
2727,28,55,3.2,3,151,0
2728,31,53,1.6,3,78,0
2729,30,79,1.6,2,0,0
2730,28,118,6.8,1,112,0
2731,37,128,2.5,1,0,0
2732,25,109,6.8,1,0,0
2733,3,172,4.4,1,0,1
2734,37,54,1.2,2,129,0
2735,3,84,2.9,3,0,0
2736,39,32,1.9,2,100,0
2737,8,21,0.67,3,0,0
2738,23,23,0.4,2,122,0
2739,21,83,2.0,3,0,0
2740,32,102,2.6,1,0,0
2741,7,21,0.6,3,0,0
2742,26,52,0.1,3,0,0
2743,18,48,2.5,2,113,0
2744,18,84,1.1,1,0,0
2745,14,74,0.1,2,144,0
2746,4,102,2.1,3,139,0
2747,8,58,2.5,1,0,0
2748,0,28,1.7,2,0,0
2749,37,44,1.0,3,0,0
2750,10,93,2.8,3,0,0
2751,3,30,0.3,2,157,0
2752,34,83,2.0,1,249,0
2753,6,139,4.3,1,0,0
2754,17,82,0.1,1,0,0
2755,32,125,0.6,1,342,1
2756,6,98,4.5,3,306,0
2757,9,84,2.2,2,0,0
2758,18,34,2.0,2,0,0
2759,27,59,0.8,3,0,0
2760,21,218,6.67,1,0,0
2761,32,44,1.6,3,0,0
2762,16,61,2.1,3,0,0
2763,18,60,0.2,3,151,0
2764,41,79,2.0,3,0,0
2765,14,58,0.2,3,0,0
2766,9,31,1.1,3,0,0
2767,21,71,1.9,1,0,0
2768,35,8,0.7,1,91,0
2769,31,64,2.5,1,208,0
2770,9,68,2.8,1,0,0
2771,27,64,2.6,1,0,0
2772,20,105,4.7,1,0,0
2773,1,88,1.8,2,0,0
2774,32,80,2.67,1,0,0
2775,10,183,0.0,1,0,0
2776,13,25,1.5,3,0,0
2777,5,180,2.9,3,144,1
2778,33,142,3.9,1,193,0
2779,35,60,0.0,2,0,0
2780,14,20,0.4,2,79,0
2781,24,45,0.1,1,93,0
2782,14,80,2.7,1,0,0
2783,26,42,1.0,3,78,0
2784,26,115,1.2,3,0,1
2785,3,75,0.0,1,0,0
2786,25,181,1.7,1,0,0
2787,25,62,1.5,2,0,0
2788,14,74,3.0,1,0,0
2789,37,82,0.8,3,312,0
2790,34,85,2.0,1,0,0
2791,39,72,2.0,3,190,0
2792,31,54,2.1,1,0,0
2793,32,24,0.2,3,140,0
2794,9,99,2.2,2,155,0
2795,12,62,2.33,2,0,0
2796,4,41,2.0,2,0,0
2797,6,80,1.5,1,219,0
2798,27,94,2.8,2,333,0
2799,18,182,6.0,3,0,1
2800,6,78,2.0,2,119,0
2801,34,14,0.1,1,0,0
2802,36,24,1.5,2,87,0
2803,31,51,1.7,2,103,0
2804,6,22,0.3,1,0,0
2805,5,39,2.2,2,0,0
2806,29,73,2.3,3,0,0
2807,34,51,1.4,3,0,0
2808,11,24,1.5,3,0,0
2809,23,149,6.1,1,0,1
2810,20,70,1.9,3,0,0
2811,29,19,0.7,3,121,0
2812,28,20,0.3,1,0,0
2813,19,201,6.67,1,0,0
2814,-1,101,2.3,3,256,0
2815,35,61,2.2,3,117,0
2816,27,45,0.8,3,0,0
2817,35,110,4.4,1,0,0
2818,31,80,1.3,3,0,0
2819,26,45,0.6,2,0,0
2820,7,101,2.2,2,0,0
2821,15,59,0.2,3,0,0
2822,11,58,2.0,1,149,0
2823,20,81,2.0,3,277,0
2824,12,59,2.4,2,0,0
2825,28,83,0.8,1,0,0
2826,18,52,1.9,1,0,0
2827,3,103,3.4,1,0,1
2828,31,113,0.6,3,327,1
2829,35,64,2.8,1,0,0
2830,25,135,1.4,1,82,0
2831,29,42,2.5,2,0,0
2832,10,80,2.2,2,0,0
2833,0,164,4.0,3,301,1
2834,27,139,0.9,3,0,1
2835,26,135,4.6,3,91,1
2836,28,79,2.7,2,0,0
2837,31,79,4.4,1,0,0
2838,10,41,1.33,1,0,0
2839,20,84,0.7,2,0,0
2840,4,94,0.8,1,236,0
2841,28,11,0.4,1,0,0
2842,29,98,1.8,2,0,0
2843,11,24,1.0,1,0,0
2844,22,42,0.6,2,121,0
2845,21,20,0.2,1,0,0
2846,15,89,0.1,1,292,0
2847,15,85,0.4,1,0,0
2848,17,49,2.2,2,103,0
2849,3,49,2.1,3,0,0
2850,4,150,0.8,1,0,0
2851,4,40,0.3,1,0,0
2852,5,30,1.0,2,0,0
2853,34,92,2.8,1,103,0
2854,37,38,0.5,2,0,0
2855,36,89,0.5,1,0,0
2856,10,22,0.9,3,0,0
2857,35,60,2.5,3,0,0
2858,16,38,0.9,3,0,0
2859,9,62,2.3,1,0,0
2860,29,62,0.7,1,0,0
